Jogador: Vinícius - Pontuação: 350 - Data/Hora: 10/06/2025 - (14:32:48)
Jogador: Vinícius - Pontuação: 480 - Data/Hora: 10/06/2025 - (14:33:33)
Jogador: Vinícius - Pontuação: 50 - Data/Hora: 10/06/2025 - (14:33:49)
Jogador: vini - Pontuação: 70 - Data/Hora: 10/06/2025 - (19:38:04)
